wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�;w1_zaszczepieni_w_wieku_0_11;w1_zaszczepieni_w_wieku_12_19;w1_zaszczepieni_w_wieku_20_39;w1_zaszczepieni_w_wieku_40_59;w1_zaszczepieni_w_wieku_60_69;w1_zaszczepieni_w_wieku_70plus;w3_zaszczepieni_pe�n�_dawk�_w_wieku_0_11;w3_zaszczepieni_pe�n�_dawk�_w_wieku_12_19;w3_zaszczepieni_pe�n�_dawk�_w_wieku_20_39;w3_zaszczepieni_pe�n�_dawk�_w_wieku_40_59;w3_zaszczepieni_pe�n�_dawk�_w_wieku_60_69;w3_zaszczepieni_pe�n�_dawk�_w_wieku_70plus
14;mazowieckie;1434;wołomiński;1434113;gm.m-w. Tłuszcz;Ostrołęcki;20104;9798;9475;48,7366;47,1299;0;593;2582;3539;1766;1318;0;555;2487;3448;1707;1278
14;mazowieckie;1402;ciechanowski;1402033;gm.m-w. Glinojeck;Ciechanowski;7764;3774;3659;48,609;47,1278;0;221;881;1291;760;621;0;208;849;1255;739;608
22;pomorskie;2202;chojnicki;2202043;gm.m-w. Czersk;Bydgoski;21604;10399;10180;48,1346;47,1209;0;638;2643;3424;1985;1709;0;603;2569;3372;1952;1684
26;świętokrzyskie;2607;ostrowiecki;2607022;gm.w Bałtów;Kielecki;3349;1613;1578;48,1636;47,1185;0;71;342;490;366;344;0;68;333;482;363;332
2;dolnośląskie;216;polkowicki;216032;gm.w Grębocice;Legnicki;5427;2604;2557;47,9823;47,1163;0;167;643;896;499;399;0;160;626;881;492;398
30;wielkopolskie;3028;wągrowiecki;3028022;gm.w Damasławek;Pilski;5304;2593;2499;48,8876;47,1154;0;154;694;782;558;405;0;142;662;751;548;396
2;dolnośląskie;221;wałbrzyski;221011;Boguszów-Gorce;Wałbrzyski;15154;7315;7138;48,2711;47,1031;0;331;1560;2224;1707;1493;0;310;1513;2181;1679;1455
26;świętokrzyskie;2609;sandomierski;2609043;gm.m-w. Koprzywnica;Tarnobrzeski;6537;3174;3079;48,5544;47,1011;0;131;756;981;678;628;0;122;729;959;656;613
16;opolskie;1609;opolski;1609073;gm.m-w. Niemodlin;Opolski;13117;6359;6178;48,4791;47,0992;0;345;1423;2030;1364;1197;0;320;1370;1981;1339;1168
2;dolnośląskie;217;strzeliński;217053;gm.m-w. Wiązów;Wrocławski;7041;3408;3316;48,4022;47,0956;0;218;782;1138;685;585;0;207;755;1115;668;571
24;śląskie;2415;wodzisławski;2415011;Pszów;Katowicki;13734;6606;6468;48,0996;47,0948;0;344;1553;2261;1230;1218;0;323;1513;2227;1209;1196
14;mazowieckie;1438;żyrardowski;1438032;gm.w Puszcza Mariańska;Skierniewicki;8673;4209;4084;48,5299;47,0887;0;266;962;1411;832;738;0;253;927;1372;813;719
10;łódzkie;1008;pabianicki;1008072;gm.w Pabianice;Łódzki;7770;3749;3658;48,2497;47,0785;0;213;977;1424;660;475;0;200;949;1398;646;465
30;wielkopolskie;3029;wolsztyński;3029022;gm.w Siedlec;Zielonogórski;12767;6207;6010;48,6175;47,0745;0;382;1714;2159;1081;871;0;360;1634;2111;1060;845
30;wielkopolskie;3019;pilski;3019093;gm.m-w. Wysoka;Pilski;6521;3165;3069;48,5355;47,0633;0;224;798;1016;670;457;0;216;760;981;660;452
2;dolnośląskie;219;świdnicki;219072;gm.w Świdnica;Wałbrzyski;17400;8391;8189;48,2241;47,0632;0;543;2001;2947;1738;1162;0;510;1945;2890;1708;1136
22;pomorskie;2206;kościerski;2206052;gm.w Liniewo;Gdański;4609;2221;2169;48,1883;47,0601;0;166;530;700;459;366;0;159;511;690;452;357
32;zachodniopomorskie;3216;świdwiński;3216052;gm.w Sławoborze;Koszaliński;3977;1925;1871;48,4033;47,0455;0;121;455;584;430;335;0;116;434;568;420;333
10;łódzkie;1011;poddębicki;1011062;gm.w Zadzim;Sieradzki;4936;2385;2322;48,3185;47,0421;0;127;508;753;467;530;0;115;492;741;458;516
30;wielkopolskie;3020;pleszewski;3020013;gm.m-w. Chocz;Kaliski;4741;2292;2230;48,3442;47,0365;0;107;553;812;418;402;0;96;535;799;410;390
2;dolnośląskie;213;milicki;213022;gm.w Krośnice;Wrocławski;8093;3935;3806;48,6223;47,0283;0;272;891;1312;800;660;0;259;856;1280;777;634
14;mazowieckie;1406;grójecki;1406062;gm.w Jasieniec;Radomski;5356;2596;2518;48,469;47,0127;0;161;606;923;436;470;0;153;582;896;422;465
14;mazowieckie;1434;wołomiński;1434072;gm.w Klembów;Ostrołęcki;10108;4928;4752;48,7535;47,0123;0;331;1254;1840;825;678;0;311;1210;1793;798;640
28;warmińsko-mazurskie;2818;gołdapski;2818012;gm.w Banie Mazurskie;Suwalski;3614;1733;1699;47,9524;47,0116;0;104;386;521;377;345;0;99;373;514;372;341
16;opolskie;1607;nyski;1607013;gm.m-w. Głuchołazy;Opolski;23413;11337;10997;48,4218;46,9696;0;556;2410;3513;2395;2463;0;532;2320;3392;2348;2405
24;śląskie;2417;żywiecki;2417102;gm.w Radziechowy-Wieprz;Bielski;13068;6318;6135;48,3471;46,9467;0;390;1705;2165;1153;905;0;362;1651;2119;1122;881
30;wielkopolskie;3027;turecki;3027022;gm.w Brudzew;Koniński;5958;2890;2797;48,5062;46,9453;0;154;738;996;511;491;0;137;697;978;504;481
16;opolskie;1602;głubczycki;1602043;gm.m-w. Kietrz;Opolski;10722;5132;5033;47,8642;46,9409;0;243;1184;1612;1081;1012;0;233;1164;1590;1060;986
28;warmińsko-mazurskie;2812;nowomiejski;2812042;gm.w Kurzętnik;Toruński;9135;4384;4288;47,9912;46,9403;0;324;1154;1454;800;652;0;316;1128;1431;789;624
32;zachodniopomorskie;3212;pyrzycki;3212062;gm.w Warnice;Szczeciński;3443;1667;1616;48,4171;46,9358;0;100;402;551;344;270;0;96;388;537;335;260
10;łódzkie;1004;łęczycki;1004032;gm.w Góra Świętej Małgorzaty;Płocki;4336;2086;2035;48,1089;46,9327;0;96;474;718;365;433;0;91;463;704;362;415
24;śląskie;2415;wodzisławski;2415092;gm.w Mszana;Katowicki;7684;3677;3606;47,8527;46,9287;0;206;914;1271;668;618;0;196;895;1251;658;606
30;wielkopolskie;3013;leszczyński;3013072;gm.w Włoszakowice;Leszczyński;9754;4678;4575;47,9598;46,9038;0;310;1236;1626;768;738;0;295;1199;1598;754;729
14;mazowieckie;1423;przysuski;1423042;gm.w Odrzywół;Radomski;3695;1789;1733;48,4168;46,9012;0;66;433;593;331;366;0;62;417;577;323;354
4;kujawsko-pomorskie;402;brodnicki;402022;gm.w Bobrowo;Toruński;6337;3073;2972;48,493;46,8992;0;224;781;1001;582;485;0;210;755;972;568;467
30;wielkopolskie;3008;kępiński;3008042;gm.w Łęka Opatowska;Kaliski;5329;2550;2499;47,8514;46,8944;0;165;756;838;438;353;0;156;743;825;430;345
4;kujawsko-pomorskie;414;świecki;414042;gm.w Jeżewo;Bydgoski;8055;3871;3777;48,0571;46,8901;0;271;934;1282;798;586;0;257;916;1254;778;572
10;łódzkie;1021;brzeziński;1021042;gm.w Jeżów;Skierniewicki;3328;1602;1560;48,137;46,875;0;68;361;547;306;320;0;65;352;535;302;306
28;warmińsko-mazurskie;2803;działdowski;2803022;gm.w Działdowo;Ciechanowski;9831;4726;4608;48,0724;46,8721;0;366;1265;1650;841;604;0;345;1228;1621;826;588
28;warmińsko-mazurskie;2803;działdowski;2803032;gm.w Iłowo-Osada;Ciechanowski;7169;3479;3360;48,5284;46,8685;0;219;821;1173;652;614;0;202;794;1140;632;592
30;wielkopolskie;3019;pilski;3019043;gm.m-w. Łobżenica;Pilski;9468;4533;4437;47,8771;46,8631;0;265;1092;1509;925;742;0;253;1049;1491;912;732
16;opolskie;1601;brzeski;1601011;Brzeg;;35226;17063;16508;48,4387;46,8631;0;770;3876;4985;3465;3967;0;704;3733;4835;3377;3859
26;świętokrzyskie;2604;kielecki;2604092;gm.w Masłów;Kielecki;11143;5367;5221;48,1648;46,8545;0;328;1466;1945;993;635;0;311;1420;1909;966;615
30;wielkopolskie;3013;leszczyński;3013012;gm.w Krzemieniewo;Leszczyński;8272;3960;3874;47,8723;46,8327;0;198;945;1267;842;708;0;189;918;1250;826;691
22;pomorskie;2209;malborski;2209042;gm.w Malbork;Elbląski;4858;2341;2275;48,1886;46,83;0;191;596;903;397;254;0;172;576;883;393;251
12;małopolskie;1217;tatrzański;1217011;Zakopane;Nowosądecki;26846;12898;12570;48,0444;46,8226;0;673;3160;3969;2453;2643;0;632;3081;3894;2401;2562
30;wielkopolskie;3017;ostrowski;3017023;gm.m-w. Nowe Skalmierzyce;Kaliski;15625;7464;7316;47,7696;46,8224;0;366;1969;2590;1410;1129;0;345;1920;2551;1396;1104
8;lubuskie;801;gorzowski;801073;gm.m-w. Witnica;Gorzowski;12778;6161;5981;48,2157;46,807;0;321;1617;2130;1224;869;0;292;1558;2081;1203;847
14;mazowieckie;1429;sokołowski;1429022;gm.w Bielany;Siedlecki;3558;1701;1665;47,8078;46,796;0;72;392;529;354;354;0;69;385;520;350;341
30;wielkopolskie;3017;ostrowski;3017042;gm.w Ostrów Wielkopolski;Kaliski;19162;9158;8967;47,7925;46,7957;0;460;2246;3384;1617;1451;0;445;2187;3321;1595;1419
22;pomorskie;2212;słupski;2212032;gm.w Dębnica Kaszubska;Słupski;9495;4555;4443;47,9726;46,793;0;309;1098;1538;907;703;0;289;1063;1511;894;686
8;lubuskie;811;żarski;811052;gm.w Lipinki Łużyckie;Zielonogórski;3345;1600;1565;47,8326;46,7862;0;102;392;555;317;234;0;96;383;541;315;230
2;dolnośląskie;224;ząbkowicki;224063;gm.m-w. Ziębice;Wałbrzyski;16768;8095;7845;48,2765;46,7855;0;432;1731;2419;1777;1736;0;391;1659;2364;1736;1695
2;dolnośląskie;205;jaworski;205062;gm.w Wądroże Wielkie;Legnicki;3888;1914;1819;49,2284;46,785;0;97;423;623;415;356;0;85;410;594;395;335
10;łódzkie;1010;piotrkowski;1010102;gm.w Wola Krzysztoporska;Piotrkowski;11981;5810;5605;48,4934;46,7824;0;331;1473;2004;972;1030;0;304;1416;1949;938;998
14;mazowieckie;1428;sochaczewski;1428072;gm.w Sochaczew;Skierniewicki;11148;5383;5215;48,2867;46,7797;0;342;1514;1983;878;666;0;313;1457;1937;859;649
32;zachodniopomorskie;3214;stargardzki;3214042;gm.w Dolice;Szczeciński;7700;3707;3602;48,1429;46,7792;0;246;947;1166;752;596;0;223;914;1144;735;586
6;lubelskie;616;rycki;616062;gm.w Ułęż;Lubelski;3145;1520;1471;48,3307;46,7727;0;79;353;431;341;316;0;72;343;418;330;308
22;pomorskie;2206;kościerski;2206042;gm.w Kościerzyna;Gdański;16196;7767;7574;47,9563;46,7646;0;593;2209;2773;1252;940;0;557;2146;2729;1218;924
14;mazowieckie;1401;białobrzeski;1401022;gm.w Promna;Radomski;5540;2660;2590;48,0144;46,7509;0;157;676;859;502;466;0;151;652;836;493;458
12;małopolskie;1262;Nowy Sącz;1262011;Nowy Sącz;;83558;39883;39049;47,7309;46,7328;0;2020;9646;12893;7576;7748;0;1919;9403;12654;7451;7622
14;mazowieckie;1407;kozienicki;1407072;gm.w Sieciechów;Radomski;3859;1884;1803;48,8209;46,7219;0;116;464;590;387;327;0;101;444;569;378;311
6;lubelskie;603;chełmski;603011;Rejowiec Fabryczny;Chełmski;4328;2138;2022;49,3993;46,719;0;106;469;716;481;366;0;96;439;682;462;343
32;zachodniopomorskie;3207;kamieński;3207052;gm.w Świerzno;Szczeciński;4213;2038;1968;48,3741;46,7126;0;127;503;637;481;290;0;118;490;616;470;274
2;dolnośląskie;202;dzierżoniowski;202062;gm.w Łagiewniki;Wrocławski;7437;3551;3474;47,7477;46,7124;0;162;802;1156;776;655;0;148;778;1135;767;646
28;warmińsko-mazurskie;2812;nowomiejski;2812032;gm.w Grodziczno;Toruński;6247;2984;2918;47,7669;46,7104;0;218;753;997;512;504;0;210;730;983;503;492
6;lubelskie;613;parczewski;613043;gm.m-w. Parczew;Bialskopodlaski;14329;6989;6691;48,7752;46,6955;0;337;1619;2229;1432;1372;0;302;1529;2139;1383;1338
6;lubelskie;604;hrubieszowski;604022;gm.w Dołhobyczów;Zamojski;5265;2523;2458;47,9202;46,6857;0;126;503;768;581;545;0;115;488;751;574;530
24;śląskie;2403;cieszyński;2403103;gm.m-w. Skoczów;Bielski;26788;12825;12505;47,8759;46,6813;0;751;3013;4265;2358;2438;0;700;2922;4176;2316;2391
2;dolnośląskie;209;legnicki;209082;gm.w Ruja;Legnicki;2558;1221;1194;47,7326;46,6771;0;93;248;390;266;224;0;89;239;381;262;223
30;wielkopolskie;3009;kolski;3009113;gm.m-w. Przedecz;Koniński;4071;1957;1900;48,0717;46,6716;0;103;431;653;411;359;0;99;419;636;397;349
24;śląskie;2409;myszkowski;2409023;gm.m-w. Koziegłowy;Częstochowski;14348;6881;6696;47,9579;46,6685;0;293;1597;2313;1366;1312;0;273;1559;2249;1337;1278
20;podlaskie;2009;sejneński;2009011;Sejny;Suwalski;5159;2472;2407;47,9163;46,6563;0;100;514;783;564;511;0;92;496;770;549;500
14;mazowieckie;1409;lipski;1409033;gm.m-w. Lipsko;Radomski;10881;5200;5076;47,7897;46,6501;0;214;1080;1645;1178;1083;0;198;1043;1612;1162;1061
20;podlaskie;2002;białostocki;2002093;gm.m-w. Supraśl;Białostocki;16003;7725;7464;48,2722;46,6413;1;413;1863;2837;1389;1222;1;383;1785;2754;1356;1185
14;mazowieckie;1420;płoński;1420122;gm.w Załuski;Ciechanowski;5652;2713;2636;48,0007;46,6384;0;131;735;892;525;430;0;122;716;865;514;419
32;zachodniopomorskie;3217;wałecki;3217052;gm.w Wałcz;Pilski;12664;6054;5904;47,8048;46,6203;0;374;1544;2065;1296;775;0;348;1500;2029;1271;756
30;wielkopolskie;3029;wolsztyński;3029012;gm.w Przemęt;Leszczyński;14147;6775;6595;47,89;46,6177;0;442;1799;2278;1194;1062;0;418;1727;2229;1176;1045
6;lubelskie;609;lubelski;609013;gm.m-w. Bełżyce;Lubelski;13167;6362;6138;48,3178;46,6165;0;317;1689;2032;1233;1091;0;286;1620;1961;1204;1067
32;zachodniopomorskie;3209;koszaliński;3209042;gm.w Manowo;Koszaliński;6919;3318;3225;47,9549;46,6108;0;224;710;1143;755;486;0;207;680;1118;743;477
24;śląskie;2403;cieszyński;2403062;gm.w Dębowiec;Bielski;5845;2796;2724;47,8358;46,6039;0;179;750;951;516;400;0;169;726;929;510;390
24;śląskie;2417;żywiecki;2417092;gm.w Milówka;Bielski;10040;4794;4679;47,749;46,6036;0;304;1341;1651;788;710;0;288;1308;1613;777;693
32;zachodniopomorskie;3210;myśliborski;3210052;gm.w Nowogródek Pomorski;Gorzowski;3354;1607;1563;47,9129;46,6011;0;83;455;533;333;203;0;79;439;520;327;198
18;podkarpackie;1801;bieszczadzki;1801052;gm.w Lutowiska;Krośnieński;2037;974;949;47,8154;46,5881;0;51;226;324;183;190;0;48;219;316;179;187
18;podkarpackie;1804;jarosławski;1804011;Jarosław;;37073;17797;17269;48,0053;46,5811;0;749;3947;5507;3773;3821;0;702;3808;5361;3674;3724
12;małopolskie;1201;bocheński;1201052;gm.w Łapanów;Tarnowski;8197;3946;3818;48,1396;46,578;0;247;1183;1360;644;512;0;232;1127;1326;633;500
10;łódzkie;1004;łęczycki;1004072;gm.w Świnice Warckie;Koniński;3880;1859;1807;47,9124;46,5722;0;64;456;585;361;393;0;62;440;571;353;381
28;warmińsko-mazurskie;2801;bartoszycki;2801043;gm.m-w. Bisztynek;Olsztyński;6198;2961;2886;47,7735;46,5634;0;195;616;980;666;504;0;180;597;961;659;489
2;dolnośląskie;216;polkowicki;216062;gm.w Radwanice;Legnicki;4904;2357;2282;48,0628;46,5334;0;130;587;807;505;328;0;120;566;793;487;316
10;łódzkie;1016;tomaszowski;1016072;gm.w Rokiciny;Piotrkowski;6153;2950;2863;47,9441;46,5301;0;142;693;993;522;600;0;126;660;967;517;593
8;lubuskie;811;żarski;811032;gm.w Brody;Zielonogórski;3364;1606;1565;47,7408;46,522;0;107;413;511;335;240;0;104;401;499;325;236
10;łódzkie;1016;tomaszowski;1016092;gm.w Tomaszów Mazowiecki;Piotrkowski;11251;5393;5233;47,9335;46,5114;0;320;1384;1938;991;760;0;298;1347;1892;951;745
28;warmińsko-mazurskie;2806;giżycki;2806062;gm.w Miłki;Suwalski;3703;1783;1722;48,1501;46,5028;0;123;442;570;382;266;0;115;420;554;375;258
14;mazowieckie;1402;ciechanowski;1402082;gm.w Regimin;Ciechanowski;4954;2383;2303;48,1025;46,4877;0;121;610;798;454;400;0;118;586;777;438;384
10;łódzkie;1012;radomszczański;1012032;gm.w Gidle;Częstochowski;5964;2829;2772;47,4346;46,4789;1;125;623;939;606;535;1;123;601;927;596;524
10;łódzkie;1014;sieradzki;1014082;gm.w Sieradz;Sieradzki;10801;5150;5020;47,6808;46,4772;0;277;1341;1858;872;802;0;266;1290;1820;855;789
32;zachodniopomorskie;3218;łobeski;3218013;gm.m-w. Dobra;Szczeciński;4353;2094;2023;48,1048;46,4737;0;107;473;687;447;380;0;98;448;664;439;374
10;łódzkie;1015;skierniewicki;1015062;gm.w Maków;Skierniewicki;6005;2862;2790;47,6603;46,4613;0;164;709;971;487;531;0;157;683;951;481;518
4;kujawsko-pomorskie;408;lipnowski;408022;gm.w Bobrowniki;Włocławski;3093;1478;1437;47,7853;46,4597;0;90;394;541;249;204;0;82;380;529;245;201
28;warmińsko-mazurskie;2808;kętrzyński;2808022;gm.w Barciany;Olsztyński;6030;2877;2801;47,7114;46,4511;0;187;639;912;649;490;0;177;616;896;642;470
2;dolnośląskie;208;kłodzki;208112;gm.w Nowa Ruda;Wałbrzyski;11440;5463;5314;47,7535;46,451;0;294;1226;1739;1227;977;0;275;1178;1694;1202;965
26;świętokrzyskie;2606;opatowski;2606053;gm.m-w. Ożarów;Tarnobrzeski;10559;5039;4904;47,7223;46,4438;0;246;1112;1551;1164;966;0;231;1079;1517;1136;941
24;śląskie;2404;częstochowski;2404022;gm.w Dąbrowa Zielona;Częstochowski;3848;1857;1787;48,2588;46,4397;0;69;354;613;424;397;0;60;340;597;410;380
4;kujawsko-pomorskie;408;lipnowski;408043;gm.m-w. Dobrzyń nad Wisłą;Włocławski;7505;3578;3485;47,6749;46,4357;0;223;858;1175;741;581;0;206;830;1148;730;571
6;lubelskie;614;puławski;614102;gm.w Wąwolnica;Lubelski;4569;2201;2121;48,1725;46,4215;0;112;496;740;438;415;0;103;461;721;429;407
4;kujawsko-pomorskie;408;lipnowski;408052;gm.w Kikół;Włocławski;7050;3424;3272;48,5674;46,4113;0;235;873;1161;618;537;0;220;832;1125;585;510
22;pomorskie;2209;malborski;2209032;gm.w Lichnowy;Elbląski;4618;2198;2143;47,5964;46,4054;0;161;601;785;380;271;0;156;585;767;372;263
10;łódzkie;1020;zgierski;1020062;gm.w Ozorków;Łódzki;7051;3360;3272;47,6528;46,4048;0;166;785;1087;687;635;0;144;760;1069;672;627
6;lubelskie;618;tomaszowski;618123;gm.m-w. Tyszowce;Zamojski;5437;2605;2523;47,9125;46,4043;0;146;564;811;542;542;0;137;544;779;537;526
2;dolnośląskie;205;jaworski;205042;gm.w Mściwojów;Legnicki;4029;1907;1869;47,3318;46,3887;0;96;413;627;424;347;0;93;404;610;421;341
30;wielkopolskie;3011;kościański;3011043;gm.m-w. Krzywiń;Leszczyński;9926;4699;4604;47,3403;46,3832;0;240;1218;1535;946;760;0;225;1186;1513;940;740
8;lubuskie;804;nowosolski;804063;gm.m-w. Nowe Miasteczko;Zielonogórski;5333;2540;2473;47,628;46,3716;0;112;636;807;543;442;0;107;617;790;530;429
26;świętokrzyskie;2604;kielecki;2604102;gm.w Miedziana Góra;Kielecki;11722;5588;5435;47,671;46,3658;0;309;1418;2026;1044;791;0;294;1366;1981;1021;773
30;wielkopolskie;3020;pleszewski;3020022;gm.w Czermin;Kaliski;4935;2334;2288;47,2948;46,3627;0;138;582;785;442;387;0;128;566;778;435;381
14;mazowieckie;1438;żyrardowski;1438053;gm.m-w. Wiskitki;Skierniewicki;9853;4736;4568;48,0666;46,3615;0;260;1131;1684;928;733;0;242;1077;1626;911;712
28;warmińsko-mazurskie;2815;ostródzki;2815073;gm.m-w. Miłomłyn;Olsztyński;4886;2329;2265;47,6668;46,3569;0;134;566;772;497;360;0;122;546;756;487;354
10;łódzkie;1009;pajęczański;1009022;gm.w Kiełczygłów;Sieradzki;3950;1869;1831;47,3165;46,3544;0;81;391;575;373;449;0;79;375;564;368;445
22;pomorskie;2208;lęborski;2208042;gm.w Nowa Wieś Lęborska;Słupski;13786;6513;6389;47,2436;46,3441;0;473;1693;2239;1226;882;0;459;1643;2211;1205;871
2;dolnośląskie;208;kłodzki;208072;gm.w Kłodzko;Wałbrzyski;16986;8063;7872;47,4685;46,344;0;462;1803;2692;1743;1363;0;427;1765;2640;1714;1326
28;warmińsko-mazurskie;2818;gołdapski;2818033;gm.m-w. Gołdap;Suwalski;20018;9566;9275;47,787;46,3333;0;694;2461;3102;1825;1484;0;629;2376;3023;1793;1454
22;pomorskie;2201;bytowski;2201072;gm.w Parchowo;Słupski;3842;1832;1780;47,6835;46,33;0;131;512;611;320;258;0;123;496;594;315;252
16;opolskie;1609;opolski;1609103;gm.m-w. Prószków;Opolski;9079;4304;4206;47,4061;46,3267;0;229;1145;1480;712;738;0;217;1107;1454;703;725
4;kujawsko-pomorskie;416;tucholski;416012;gm.w Cekcyn;Bydgoski;6901;3288;3197;47,6453;46,3266;0;215;879;1048;672;474;0;201;858;1014;660;464
24;śląskie;2417;żywiecki;2417032;gm.w Gilowice;Bielski;6327;3036;2931;47,9848;46,3253;0;175;807;1057;522;475;0;161;779;1032;501;458
10;łódzkie;1010;piotrkowski;1010032;gm.w Gorzkowice;Piotrkowski;8462;4065;3920;48,0383;46,3247;0;221;965;1387;766;726;0;194;937;1346;742;701
2;dolnośląskie;206;karkonoski;206062;gm.w Jeżów Sudecki;Jeleniogórski;7548;3582;3496;47,4563;46,3169;0;249;778;1347;707;501;0;233;755;1326;691;491
14;mazowieckie;1412;miński;1412132;gm.w Siennica;Siedlecki;7520;3609;3483;47,992;46,3165;0;194;965;1192;658;600;0;173;929;1155;642;584
16;opolskie;1610;prudnicki;1610043;gm.m-w. Prudnik;Opolski;26800;12698;12408;47,3806;46,2985;0;689;2777;3719;2745;2768;0;646;2696;3652;2707;2707
8;lubuskie;812;wschowski;812033;gm.m-w. Wschowa;Leszczyński;20955;9971;9700;47,5829;46,2897;0;631;2275;3120;2049;1896;0;595;2189;3051;2008;1857
4;kujawsko-pomorskie;416;tucholski;416042;gm.w Lubiewo;Bydgoski;6008;2835;2781;47,1871;46,2883;0;187;686;933;549;480;0;178;670;916;543;474
10;łódzkie;1017;wieluński;1017072;gm.w Pątnów;Sieradzki;6512;3074;3014;47,2052;46,2838;0;183;716;1070;528;577;0;174;695;1055;517;573
2;dolnośląskie;202;dzierżoniowski;202011;Bielawa;Wałbrzyski;29523;13997;13660;47,4105;46,269;1;619;2704;4094;3250;3329;0;584;2621;4009;3182;3264
6;lubelskie;619;włodawski;619032;gm.w Hańsk;Chełmski;3680;1752;1702;47,6087;46,25;0;154;373;599;325;301;0;145;357;586;319;295
26;świętokrzyskie;2604;kielecki;2604192;gm.w Zagnańsk;Kielecki;12917;6171;5974;47,7743;46,2491;0;287;1462;2059;1245;1118;0;271;1416;2004;1204;1079
28;warmińsko-mazurskie;2802;braniewski;2802062;gm.w Płoskinia;Elbląski;2465;1178;1140;47,789;46,2475;0;80;321;398;198;181;0;74;310;383;193;180
28;warmińsko-mazurskie;2802;braniewski;2802072;gm.w Wilczęta;Elbląski;2935;1389;1357;47,3254;46,2351;0;103;343;415;290;238;0;93;337;405;288;234
26;świętokrzyskie;2601;buski;2601052;gm.w Solec-Zdrój;Kielecki;5033;2465;2327;48,9768;46,2348;0;119;570;796;486;494;0;111;548;770;463;435
8;lubuskie;808;świebodziński;808042;gm.w Szczaniec;Zielonogórski;3845;1823;1777;47,4122;46,2159;0;115;444;623;362;279;0;106;431;613;355;272
30;wielkopolskie;3008;kępiński;3008062;gm.w Rychtal;Kaliski;3791;1790;1752;47,2171;46,2147;0;101;449;552;375;313;0;100;438;537;370;307
4;kujawsko-pomorskie;412;rypiński;412042;gm.w Rypin;Włocławski;7533;3560;3481;47,2587;46,21;0;285;909;1226;596;544;0;280;877;1202;586;536
26;świętokrzyskie;2604;kielecki;2604043;gm.m-w. Chmielnik;Kielecki;11170;5320;5161;47,6276;46,2041;0;225;1276;1794;992;1033;0;210;1238;1733;963;1017
2;dolnośląskie;208;kłodzki;208063;gm.m-w. Bystrzyca Kłodzka;Wałbrzyski;18607;8813;8597;47,3639;46,203;0;403;1780;2598;2061;1971;0;384;1714;2543;2028;1928
26;świętokrzyskie;2609;sandomierski;2609033;gm.m-w. Klimontów;Tarnobrzeski;7987;3823;3690;47,8653;46,2001;0;214;975;1235;668;731;0;195;935;1193;653;714
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002032;gm.w Drawsko;Pilski;5765;2791;2663;48,4128;46,1925;0;153;664;939;555;480;0;135;633;914;532;449
24;śląskie;2407;lubliniecki;2407022;gm.w Boronów;Częstochowski;3449;1642;1593;47,608;46,1873;0;98;423;539;299;283;0;95;408;520;291;279
24;śląskie;2410;pszczyński;2410042;gm.w Pawłowice;Katowicki;18156;8551;8384;47,0974;46,1776;0;551;2286;2957;1718;1039;0;527;2220;2916;1698;1023
26;świętokrzyskie;2607;ostrowiecki;2607053;gm.m-w. Kunów;Kielecki;9731;4587;4493;47,138;46,172;0;240;976;1505;970;896;0;227;955;1472;952;887
6;lubelskie;609;lubelski;609092;gm.w Krzczonów;Lubelski;4293;2054;1982;47,8453;46,1682;0;99;427;639;417;472;0;95;405;618;410;454
28;warmińsko-mazurskie;2817;szczycieński;2817072;gm.w Świętajno;Olsztyński;5723;2745;2642;47,9644;46,1646;0;165;628;870;605;477;0;156;598;841;588;459
14;mazowieckie;1435;wyszkowski;1435062;gm.w Zabrodzie;Ostrołęcki;6011;2872;2774;47,7791;46,1487;0;178;706;1007;541;440;0;162;679;980;531;422
14;mazowieckie;1412;miński;1412093;gm.m-w. Kałuszyn;Siedlecki;5749;2770;2653;48,1823;46,1472;0;131;719;842;558;520;0;117;686;822;536;492
14;mazowieckie;1403;garwoliński;1403082;gm.w Miastków Kościelny;Siedlecki;4835;2352;2231;48,6453;46,1427;0;147;580;777;416;432;0;135;543;749;389;415
12;małopolskie;1211;nowotarski;1211023;gm.m-w. Szczawnica;Nowosądecki;7145;3367;3296;47,1239;46,1302;0;181;812;1111;650;613;0;173;798;1087;641;597
